make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb(l/100km),fuel_consumption_comb(mpg),co2_emissions
13,1766,1,2.0,4,2,3,10.5,7.4,9.1,31,209
13,1767,1,3.5,6,2,3,13.9,9.5,11.9,24,274
13,1768,1,3.5,6,2,3,12.2,8.2,10.4,27,239
13,1768,1,3.5,6,2,1,17.4,11.3,14.7,19,235
13,1769,1,3.5,6,2,3,13.0,9.1,11.3,25,260
13,1769,1,3.5,6,2,1,18.8,12.6,16.0,18,256
13,1790,7,1.6,4,2,3,10.6,7.9,9.4,30,216
13,1790,7,2.5,4,2,3,11.3,8.2,9.9,29,228
13,1792,7,2.5,4,2,3,11.7,8.4,10.2,28,235
13,1796,7,2.5,4,2,3,12.0,8.5,10.4,27,239
15,260,12,3.6,6,0,3,14.2,9.9,12.3,23,283
15,261,12,3.6,6,0,3,14.6,10.2,12.6,22,290
15,450,5,2.5,4,0,3,11.9,8.8,10.5,27,242
15,450,5,2.5,4,4,3,12.2,9.1,10.8,26,248
15,450,5,3.6,6,0,3,13.0,9.2,11.3,25,260
15,451,5,2.5,4,0,3,12.7,9.5,11.3,25,260
15,451,5,3.6,6,0,3,13.5,9.8,11.8,24,271
15,1631,15,4.8,8,0,3,21.0,14.2,18.0,16,414
15,1631,15,6.0,8,0,3,22.0,14.9,18.8,15,432
15,1632,15,6.0,8,0,3,22.0,14.9,18.8,15,432
15,1632,15,6.0,8,0,1,30.3,20.5,25.9,11,414
15,1633,15,4.8,8,0,3,21.3,14.3,18.1,16,416
15,1633,15,6.0,8,0,3,22.2,15.1,19.0,15,437
15,1634,15,6.0,8,0,3,22.2,15.1,19.0,15,437
15,1634,15,6.0,8,0,1,30.6,20.6,26.1,11,418
15,1645,6,4.3,6,0,3,13.4,9.9,11.9,24,274
15,1645,6,4.3,6,0,1,19.3,14.3,17.1,17,274
15,1645,6,5.3,8,0,1,19.9,13.8,17.2,16,275
15,1645,6,6.2,8,0,4,16.1,11.4,14.0,20,322
15,1646,6,4.3,6,0,3,14.1,10.6,12.5,23,288
15,1646,6,4.3,6,0,1,20.3,15.2,18.0,16,288
15,1646,6,5.3,8,0,3,14.9,10.7,13.0,22,299
15,1646,6,5.3,8,0,1,20.2,14.3,17.5,16,280
15,1646,6,6.2,8,0,4,16.3,11.6,14.2,20,327
15,1772,11,2.4,4,0,3,10.5,7.3,9.1,31,209
15,1772,11,2.4,4,0,1,15.6,10.8,13.4,21,214
15,1770,11,3.6,6,0,3,14.2,9.5,12.1,23,278
15,2020,12,5.3,8,0,3,14.9,10.1,12.7,22,292
15,2020,12,5.3,8,0,1,20.2,13.6,17.2,16,275
15,2021,12,5.3,8,0,3,15.1,10.4,13.0,22,299
15,2021,12,5.3,8,0,1,20.5,14.0,17.6,16,282
15,2023,12,6.2,8,0,4,16.2,11.4,14.0,20,322
15,2023,12,6.2,8,0,4,15.9,11.1,13.8,20,317
15,2027,12,5.3,8,0,3,14.9,10.1,12.7,22,292
15,2027,12,5.3,8,0,1,20.2,13.6,17.2,16,275
15,2028,12,5.3,8,0,3,15.4,10.8,13.3,21,306
15,2028,12,5.3,8,0,1,22.1,15.4,19.1,15,306
15,2030,12,6.2,8,0,4,16.8,11.7,14.5,19,334
15,2030,12,6.2,8,0,4,16.4,11.7,14.3,20,329
16,263,2,2.4,4,3,3,8.8,6.5,7.8,36,179
16,263,2,2.4,4,3,3,9.0,6.7,8.0,35,184
16,263,2,3.5,6,2,3,11.4,7.3,9.5,30,219
16,265,2,2.0,4,3,3,4.7,5.3,5.0,56,115
16,496,0,1.8,4,3,3,7.9,6.1,7.1,40,163
16,496,0,1.8,4,4,3,8.6,6.6,7.7,37,177
16,504,0,2.4,4,4,4,10.8,7.6,9.4,30,216
16,501,0,1.5,4,3,3,5.3,5.0,5.2,54,120
16,558,11,2.4,4,3,3,8.6,6.9,7.8,36,179
16,559,11,2.4,4,3,3,9.1,7.2,8.3,34,191
16,898,9,1.5,4,3,3,7.0,5.7,6.4,44,147
16,898,9,1.5,4,3,3,7.3,6.1,6.8,42,156
16,898,9,1.5,4,4,3,8.1,6.4,7.3,39,168
16,1370,11,3.5,6,0,3,13.3,9.3,11.5,25,264
16,1371,11,3.5,6,0,3,13.8,9.7,12.0,24,276
17,262,0,1.6,4,2,3,8.9,6.3,7.7,37,177
17,262,0,1.6,4,4,3,8.7,6.3,7.6,37,175
17,763,2,1.8,4,2,3,8.5,6.3,7.5,38,172
17,763,2,1.8,4,4,3,8.8,6.4,7.7,37,177
17,763,2,2.0,4,2,3,9.7,6.7,8.3,34,191
17,763,2,2.0,4,4,3,9.8,7.0,8.5,33,196
17,764,2,2.0,4,2,3,9.6,6.8,8.3,34,191
17,764,2,2.0,4,4,3,9.7,6.7,8.3,34,191
17,765,2,2.0,4,2,3,9.7,7.2,8.6,33,198
17,765,2,2.0,4,4,3,9.8,6.9,8.5,33,196
17,784,1,5.0,8,2,4,15.8,10.2,13.3,21,306
17,948,1,3.8,6,2,3,14.4,9.4,12.1,23,278
17,948,1,5.0,8,2,4,17.3,10.5,14.2,20,327
17,949,10,3.8,6,2,4,14.6,9.6,12.3,23,283
17,949,10,3.8,6,4,4,14.4,9.9,12.4,23,285
17,1617,11,3.3,6,2,3,12.9,9.4,11.3,25,260
17,1619,11,3.3,6,2,3,13.0,9.7,11.5,25,264
17,1620,11,2.4,4,2,3,11.7,8.7,10.3,27,237
17,1622,11,2.0,4,2,3,12.9,9.8,11.5,25,264
17,1622,11,2.4,4,2,3,12.5,9.3,11.1,25,255
17,1624,11,3.3,6,2,3,13.9,10.8,12.5,23,287
17,1670,1,2.0,4,2,3,10.4,7.4,9.1,31,209
17,1670,1,2.4,4,2,3,9.8,6.7,8.4,34,193
17,1674,1,2.4,4,2,3,9.8,6.7,8.4,34,193
17,1671,2,2.4,4,2,3,6.6,5.9,6.3,45,145
17,1814,11,2.0,4,2,3,10.2,8.2,9.3,30,214
17,1814,11,2.0,4,4,3,11.4,8.5,10.1,28,232
17,1814,11,2.4,4,2,3,11.3,8.3,10.0,28,230
17,1816,11,2.0,4,2,3,11.4,9.3,10.4,27,239
17,1816,11,2.4,4,2,3,11.6,9.3,10.6,27,244
17,1874,0,1.6,4,4,3,9.0,6.7,8.0,35,184
17,1875,0,1.6,4,2,3,9.9,7.6,8.8,32,202
17,1875,0,1.6,4,4,3,9.7,7.0,8.5,33,196
18,1415,2,3.7,6,2,4,12.0,8.1,10.3,27,237
18,1416,2,3.7,6,2,4,12.5,8.7,10.8,26,248
18,1424,10,3.7,6,2,4,12.4,8.7,10.7,26,246
18,1424,10,3.7,6,4,4,13.6,9.3,11.6,24,267
18,1425,10,3.7,6,2,4,13.3,9.4,11.5,25,264
18,1434,2,5.6,8,2,4,14.8,9.5,12.4,23,285
18,1435,2,5.6,8,2,4,15.0,10.2,12.9,22,297
18,1436,2,3.5,6,2,4,8.0,6.9,7.5,38,172
18,1446,9,3.7,6,2,4,13.7,9.7,11.9,24,274
18,1447,11,3.5,6,3,4,11.4,8.5,10.1,28,232
18,1448,11,3.5,6,3,4,12.2,8.9,10.7,26,246
18,1449,12,2.5,4,3,3,8.9,8.4,8.7,32,200
18,1450,11,3.7,6,2,4,14.6,10.7,12.8,22,294
18,1451,12,5.6,8,2,4,16.9,11.9,14.7,19,338
19,869,13,3.0,6,2,4,11.8,8.4,10.3,27,237
19,889,13,3.0,6,2,4,12.2,8.7,10.6,27,244
19,893,13,5.0,8,2,4,15.0,10.2,12.8,22,294
19,1981,2,3.0,6,2,4,13.9,8.8,11.6,24,267
19,1984,2,5.0,8,2,4,15.7,10.3,13.2,21,304
19,1985,2,5.0,8,2,4,15.7,10.3,13.2,21,304
19,1992,1,3.0,6,2,4,14.7,9.6,12.5,23,288
19,2002,3,5.0,8,2,4,15.9,10.9,13.6,21,313
19,2003,3,5.0,8,2,4,15.6,10.9,13.4,21,308
19,2004,3,5.0,8,2,4,15.9,10.9,13.6,21,313
19,2005,3,5.0,8,2,4,15.6,10.9,13.4,21,308
20,492,11,2.4,4,0,3,10.9,7.7,9.5,30,218
20,492,11,2.4,4,0,1,15.2,10.2,12.9,22,206
20,485,11,3.2,6,0,3,11.4,8.1,9.9,29,228
20,491,11,2.4,4,0,3,11.3,8.3,10.0,28,230
20,491,11,2.4,4,0,1,15.9,11.0,13.7,21,219
20,486,11,3.2,6,0,3,11.6,8.5,10.2,28,235
20,489,11,3.2,6,0,3,12.6,8.9,10.9,26,251
20,493,11,3.2,6,0,3,12.2,9.0,10.8,26,248
20,521,11,2.0,4,4,3,10.2,7.8,9.2,31,212
20,521,11,2.4,4,0,3,11.2,8.6,10.0,28,230
20,521,11,2.4,4,4,3,10.2,8.2,9.3,30,214
20,522,11,2.4,4,4,3,10.6,8.6,9.7,29,223
20,991,12,5.7,8,0,3,17.3,11.5,14.7,19,338
20,1363,11,2.0,4,4,3,10.2,7.8,9.2,31,212
20,1363,11,2.4,4,0,3,11.2,8.6,10.0,28,230
20,1363,11,2.4,4,4,3,10.2,8.2,9.3,30,214
20,1364,11,2.4,4,4,3,10.6,8.6,9.7,29,223
20,1504,11,1.4,4,4,3,9.9,7.5,8.8,32,202
20,1506,11,2.4,4,0,3,10.8,7.7,9.4,30,216
20,1506,11,2.4,4,0,1,14.2,9.9,12.2,23,195
20,1505,11,1.4,4,4,3,9.9,7.5,8.8,32,202
20,1505,11,2.4,4,0,3,11.2,8.0,9.8,29,225
20,1895,11,3.6,6,0,3,14.1,11.1,12.8,22,294
20,1895,11,3.6,6,4,3,14.2,11.0,12.8,22,294
20,1899,11,3.6,6,0,3,14.8,11.7,13.4,21,308
20,1899,11,3.6,6,4,3,15.0,11.4,13.4,21,308
21,438,1,3.3,6,2,3,12.7,8.4,10.7,26,246
21,912,2,1.8,4,2,3,8.8,6.1,7.6,37,175
21,912,2,1.8,4,4,3,9.3,6.3,7.9,36,182
21,912,2,2.0,4,2,3,9.7,6.7,8.3,34,191
21,912,2,2.0,4,4,3,9.8,6.9,8.5,33,196
21,915,1,1.6,4,2,3,11.1,8.0,9.7,29,223
21,915,1,2.0,4,2,3,9.5,7.2,8.5,33,196
21,915,1,2.0,4,4,3,9.7,6.9,8.4,34,193
21,916,0,1.6,4,2,3,10.6,7.8,9.4,30,216
21,916,0,2.0,4,2,3,9.7,7.1,8.6,33,198
21,916,0,2.0,4,4,3,10.0,7.4,8.8,32,202
21,1116,1,3.8,6,2,3,13.3,8.9,11.3,25,260
21,1116,1,5.0,8,2,4,15.7,10.3,13.3,21,306
21,1326,2,2.0,4,2,3,11.7,7.7,9.9,29,228
21,1326,2,2.4,4,2,3,10.2,6.9,8.7,32,200
21,1328,2,2.4,4,2,3,6.6,5.9,6.3,45,145
21,1329,2,2.4,4,2,3,6.7,6.1,6.4,44,147
21,1508,0,1.6,4,2,3,8.8,6.3,7.7,37,177
21,1509,0,1.6,4,2,3,8.5,6.3,7.6,37,175
21,1515,8,2.0,4,2,3,10.6,7.6,9.3,30,214
21,1635,4,3.3,6,2,3,13.2,9.7,11.6,24,267
21,1636,4,3.3,6,2,3,12.9,9.5,11.4,25,262
21,1637,4,3.3,6,2,3,14.2,10.5,12.5,23,288
21,1679,11,2.4,4,2,3,11.8,8.7,10.4,27,239
21,1679,11,3.3,6,2,3,12.7,9.0,11.1,25,255
21,1681,11,2.4,4,2,3,12.2,9.4,10.9,26,251
21,1681,11,3.3,6,2,3,13.4,10.0,11.8,24,271
21,1683,9,1.6,4,2,3,9.8,7.8,8.9,32,205
21,1683,9,2.0,4,2,3,10.1,7.7,9.0,31,207
21,1685,9,2.0,4,2,3,9.7,7.7,8.8,32,202
21,1688,11,2.4,4,2,3,11.4,8.3,10.0,28,230
21,1688,11,2.4,4,4,3,12.9,9.2,11.3,25,260
21,1689,11,2.0,4,2,3,12.6,9.7,11.3,25,260
21,1689,11,2.4,4,2,3,12.0,9.1,10.7,26,246
22,366,13,6.5,12,1,4,22.2,12.7,17.9,16,412
22,368,13,6.5,12,1,4,24.0,14.5,19.7,14,453
22,1041,13,5.2,10,1,4,16.8,11.7,14.5,19,334
22,1876,13,6.5,12,1,4,22.1,13.9,18.4,15,423
23,1140,12,3.0,6,2,4,16.2,12.1,14.3,20,329
23,1463,12,3.0,6,2,4,13.9,10.4,12.3,23,283
23,1476,12,5.0,8,2,4,17.2,12.5,15.1,19,347
23,1476,12,5.0,8,2,1,25.0,16.9,21.4,13,342
23,1477,12,5.0,8,2,4,17.2,12.5,15.1,19,347
23,1477,12,5.0,8,2,1,25.0,16.9,21.4,13,342
23,1464,11,2.0,4,2,4,11.3,7.9,9.7,29,223
23,1466,11,2.0,4,2,4,11.3,7.9,9.7,29,223
23,1469,12,3.0,6,2,4,14.0,10.5,12.4,23,285
23,1470,12,5.0,8,2,4,16.6,12.3,14.7,19,338
23,1470,12,5.0,8,2,1,24.0,16.6,20.7,14,331
24,572,0,1.8,4,3,3,5.5,5.9,5.7,50,131
24,785,2,2.5,4,3,3,5.8,6.1,5.9,48,136
24,786,2,3.5,6,2,3,11.3,7.5,9.6,29,221
24,1002,2,3.5,6,2,4,12.3,8.5,10.6,27,244
24,1003,2,3.5,6,2,4,12.6,9.1,11.0,26,253
24,1005,2,3.5,6,3,4,8.0,6.9,7.5,38,172
24,1009,12,4.6,8,2,4,15.7,11.7,13.9,20,320
24,1071,0,2.5,6,2,4,11.1,7.8,9.6,29,221
24,1073,10,2.5,6,2,4,11.2,7.8,9.6,29,221
24,1076,0,3.5,6,2,4,12.3,8.5,10.6,27,244
24,1077,0,3.5,6,2,4,12.6,9.1,11.0,26,253
24,1078,10,3.5,6,2,4,12.2,8.7,10.6,27,244
24,1141,2,4.6,8,2,4,14.4,9.6,12.3,23,283
24,1142,2,4.6,8,2,4,15.2,10.2,12.9,22,297
24,1143,2,4.6,8,2,4,15.2,10.2,12.9,22,297
24,1148,2,5.0,8,3,4,12.7,10.1,11.5,25,264
24,1149,12,5.7,8,2,4,19.0,13.6,16.6,17,382
24,1313,11,2.0,4,2,4,10.6,8.4,9.6,29,221
24,1314,11,2.0,4,2,4,10.8,8.8,9.9,29,228
24,1317,11,2.5,4,3,3,7.1,7.7,7.4,38,170
24,1496,10,3.5,6,2,4,12.3,8.5,10.6,27,244
24,1497,10,3.5,6,2,4,12.6,9.1,11.0,26,253
24,1498,10,5.0,8,2,4,15.2,9.5,12.6,22,290
24,1528,11,3.5,6,3,4,8.0,8.5,8.2,34,189
25,1244,11,2.0,4,2,3,12.4,9.0,10.9,26,251
25,1244,11,2.3,4,2,3,12.9,9.2,11.2,25,258
25,1246,1,3.5,6,2,3,13.9,9.5,11.9,24,274
25,1246,1,3.7,6,2,3,13.1,9.0,11.2,25,258
25,1247,12,3.5,6,2,3,14.6,10.4,12.8,22,294
25,1248,7,2.0,4,2,3,11.5,8.4,10.1,28,232
25,1249,7,3.7,6,0,3,14.1,10.0,12.2,23,281
25,1251,11,3.7,6,2,3,13.7,10.3,12.1,23,278
25,1252,2,2.0,4,2,3,10.5,7.0,8.9,32,205
25,1253,2,3.7,6,2,3,13.1,9.2,11.3,25,260
25,1254,2,2.0,4,3,3,5.7,6.0,5.8,49,133
25,1300,12,3.5,6,2,3,16.2,11.8,14.2,20,327
25,1302,12,3.5,6,2,3,16.1,12.3,14.4,20,331
26,951,2,3.0,6,2,4,15.6,9.5,12.8,22,294
26,999,10,4.7,8,2,4,18.2,11.6,15.2,19,350
26,1440,1,3.8,8,2,4,17.5,10.7,14.5,19,334
26,1442,1,3.0,6,2,4,15.7,9.7,13.0,22,299
27,607,11,2.5,4,2,3,9.9,7.9,9.0,31,207
27,612,11,3.7,6,2,3,14.3,10.6,12.7,22,292
27,1224,0,2.5,4,2,3,8.2,5.9,7.2,39,166
27,1223,0,2.5,4,4,3,9.3,6.4,8.0,35,184
27,1225,2,2.0,4,2,3,8.0,5.9,7.0,40,161
27,1226,2,2.0,4,4,3,8.2,5.9,7.1,40,163
27,1227,2,2.5,4,2,3,8.2,6.0,7.2,39,166
27,1226,2,2.5,4,4,3,9.2,6.6,8.1,35,186
27,1228,4,2.5,4,2,3,10.7,8.2,9.6,29,221
27,1229,2,2.5,4,2,3,8.8,6.1,7.6,37,175
27,1268,13,2.0,4,2,4,11.5,8.5,10.1,28,232
28,395,9,2.0,4,2,4,10.0,7.5,8.9,32,205
28,419,10,1.8,4,2,4,10.9,7.5,9.4,30,216
28,420,0,2.0,4,2,4,10.1,7.8,9.0,31,207
28,432,0,3.0,6,2,4,11.1,8.4,9.9,29,228
28,435,10,6.2,8,2,4,17.9,12.3,15.4,18,354
28,508,10,2.0,4,2,4,9.4,6.4,8.1,35,186
28,509,10,2.0,4,2,4,9.9,7.4,8.8,32,202
28,511,0,2.0,4,2,4,10.2,7.7,9.1,31,209
28,513,0,3.0,6,2,4,12.1,8.5,10.5,27,242
28,515,0,4.7,8,2,4,14.5,10.1,12.5,23,288
28,516,0,5.5,8,2,4,15.1,10.8,13.1,22,301
28,724,2,2.1,4,2,0,8.6,5.9,7.4,38,200
28,725,2,3.5,6,2,4,11.9,8.2,10.2,28,235
28,731,2,3.0,6,2,4,12.0,8.5,10.4,27,239
28,734,8,3.5,6,2,4,12.4,8.8,10.8,26,248
28,735,10,3.5,6,2,4,11.5,8.1,10.0,28,230
28,736,10,3.5,6,2,4,11.8,8.3,10.2,28,235
28,742,2,4.7,8,2,4,12.9,9.6,11.4,25,262
28,743,10,4.7,8,2,4,13.7,9.2,11.7,24,269
28,744,10,4.7,8,2,4,13.3,8.9,11.4,25,262
28,747,2,5.5,8,2,4,15.3,10.8,13.3,21,306
28,748,8,5.5,8,2,4,15.2,11.0,13.3,21,306
28,940,12,5.5,8,2,4,19.9,16.1,18.2,16,419
28,941,12,5.5,8,2,4,20.0,16.6,18.5,15,426
28,959,12,3.0,6,2,0,13.6,10.0,12.0,24,324
28,960,12,3.0,6,2,4,15.2,12.6,14.0,20,322
28,961,12,4.7,8,2,4,17.5,13.2,15.6,18,359
28,962,12,5.5,8,2,4,18.2,14.0,16.3,17,375
28,963,11,2.0,4,2,4,9.8,7.4,8.7,32,200
28,964,8,2.0,4,2,4,10.5,8.1,9.4,30,216
28,973,11,2.1,4,2,0,9.6,7.0,8.5,33,230
28,974,11,3.5,6,2,4,12.6,9.6,11.2,25,258
28,1258,12,3.0,6,2,4,13.3,10.4,12.0,24,276
28,1259,12,4.7,8,2,4,16.3,11.8,14.2,20,327
28,1260,12,5.5,8,2,4,17.3,13.5,15.6,18,359
28,1561,2,4.7,6,2,4,12.6,8.6,10.8,26,248
28,1565,0,4.7,8,2,4,14.4,9.8,12.3,23,283
28,1566,1,4.7,8,2,4,14.8,9.8,12.5,23,288
28,1567,2,4.7,8,2,4,14.7,9.1,12.2,23,281
28,1573,1,6.0,12,2,4,18.1,11.0,14.9,19,343
28,1574,1,5.5,8,2,4,15.7,10.1,13.2,21,304
28,1575,0,5.5,8,2,4,15.7,10.1,13.2,21,304
28,1576,1,6.0,12,2,4,18.5,11.8,15.5,18,357
28,1577,0,6.0,12,2,4,18.0,11.3,15.0,19,345
28,1658,13,4.7,8,2,4,13.8,9.5,11.9,24,274
28,1659,13,5.5,8,2,4,14.7,9.5,12.4,23,285
28,1660,13,6.0,12,2,4,16.7,11.2,14.2,20,327
28,1662,13,1.8,4,2,4,10.4,7.2,9.0,31,207
28,1662,13,1.8,4,4,4,10.4,7.2,9.0,31,207
28,1665,13,5.5,8,2,4,12.4,8.5,10.6,27,244
28,1667,13,6.2,8,1,4,18.1,12.6,15.6,18,359
28,1668,13,6.2,8,1,4,18.1,12.6,15.6,18,359
29,531,10,1.5,3,2,4,8.5,6.3,7.5,38,172
29,531,10,1.5,3,4,4,8.1,5.9,7.1,40,163
29,532,10,1.5,3,2,4,8.5,6.3,7.5,38,172
29,532,10,1.5,3,4,4,8.2,5.9,7.2,39,166
29,535,3,1.6,4,2,4,8.6,6.5,7.7,37,177
29,535,3,1.6,4,4,4,8.4,6.4,7.5,38,172
29,536,0,1.6,4,2,4,9.4,7.9,8.7,32,200
29,536,0,1.6,4,4,4,8.4,6.4,7.5,38,172
29,538,13,1.6,4,2,4,8.5,6.5,7.6,37,175
29,539,0,1.6,4,2,4,9.4,7.9,8.7,32,200
29,539,0,1.6,4,4,4,8.4,6.4,7.5,38,172
29,540,13,1.6,4,2,4,8.6,6.5,7.7,37,177
29,540,13,1.6,4,4,4,8.4,6.4,7.5,38,172
29,541,10,2.0,4,2,4,9.2,7.0,8.2,34,189
29,541,10,2.0,4,4,4,10.0,7.0,8.6,33,198
29,542,10,2.0,4,2,4,9.2,7.0,8.2,34,189
29,542,10,2.0,4,4,4,10.0,7.0,8.6,33,198
29,545,3,1.6,4,2,4,9.2,6.8,8.1,35,186
29,545,3,1.6,4,4,4,9.1,6.8,8.1,35,186
29,547,0,1.6,4,2,4,10.1,7.8,9.0,31,207
29,547,0,1.6,4,4,4,9.5,7.7,8.7,32,200
29,548,13,1.6,4,2,4,9.2,6.8,8.1,35,186
29,548,13,1.6,4,4,4,9.1,6.8,8.1,35,186
29,549,0,1.6,4,2,4,10.1,7.8,9.0,31,207
29,549,0,1.6,4,4,4,9.5,7.7,8.7,32,200
29,550,13,1.6,4,2,4,9.2,6.8,8.1,35,186
29,550,13,1.6,4,4,4,9.1,6.8,8.1,35,186
29,1091,10,2.0,4,2,4,9.3,7.3,8.4,34,193
29,1091,10,2.0,4,4,4,10.4,7.7,9.2,31,212
29,1095,3,1.6,4,2,4,9.2,6.8,8.1,35,186
29,1095,3,1.6,4,4,4,9.1,6.8,8.1,35,186
29,1096,0,1.6,4,2,4,10.1,7.8,9.0,31,207
29,1096,0,1.6,4,4,4,9.5,7.7,8.7,32,200
29,1097,13,1.6,4,2,4,9.2,6.8,8.1,35,186
29,1097,13,1.6,4,4,4,9.1,6.8,8.1,35,186
29,1098,0,1.6,4,2,4,10.1,7.8,9.0,31,207
29,1098,0,1.6,4,4,4,9.5,7.7,8.7,32,200
29,1099,13,1.6,4,2,4,9.2,6.8,8.1,35,186
29,1099,13,1.6,4,4,4,9.1,6.8,8.1,35,186
30,1128,0,2.0,4,3,3,9.2,6.9,8.2,34,189
30,1128,0,2.0,4,4,3,9.6,6.9,8.4,34,193
30,1130,0,2.4,4,3,3,10.5,8.2,9.5,30,219
30,1242,0,1.2,3,3,3,6.4,5.3,5.9,48,136
30,1242,0,1.2,3,4,3,7.0,5.5,6.4,44,147
30,1334,11,3.0,6,2,4,11.5,8.4,10.1,28,232
30,1524,11,2.0,4,3,3,9.3,7.3,8.4,34,193
30,1524,11,2.0,4,4,3,9.9,7.6,8.8,32,202
30,1525,11,2.0,4,3,3,9.6,7.7,8.8,32,202
30,1525,11,2.4,4,3,3,10.4,8.5,9.6,29,221
31,83,13,3.7,6,2,4,12.6,9.2,11.1,25,255
31,83,13,3.7,6,4,4,13.3,9.3,11.5,25,264
31,84,13,3.7,6,2,4,13.0,9.6,11.5,25,264
31,84,13,3.7,6,4,4,13.6,9.7,11.8,24,271
31,277,2,3.5,6,3,3,10.3,7.4,9.0,31,207
31,357,12,5.6,8,0,3,19.2,13.4,16.6,17,382
31,920,5,4.0,6,0,3,14.8,10.3,12.7,22,292
31,921,5,4.0,6,0,3,15.7,11.3,13.7,21,315
31,921,5,4.0,6,4,3,15.0,11.2,13.3,21,306
31,1008,10,3.8,6,1,4,14.3,10.5,12.6,22,290
31,1103,9,1.6,4,3,3,8.5,7.2,7.9,36,182
31,1103,9,1.6,4,4,3,8.4,6.9,7.7,37,177
31,1104,9,1.6,4,3,3,8.8,7.5,8.2,34,189
31,1105,9,1.6,4,4,4,8.9,7.5,8.3,34,191
31,1106,9,1.6,4,3,4,9.4,8.1,8.8,32,202
31,1241,0,1.6,4,0,3,8.8,6.6,7.8,36,179
31,1241,0,1.6,4,4,3,8.6,6.6,7.7,37,177
31,1263,8,3.5,6,3,3,11.0,8.2,9.8,29,225
31,1264,8,3.5,6,3,3,11.2,8.3,9.9,29,228
31,1311,7,2.0,4,3,3,9.7,9.0,9.4,30,216
31,1359,11,3.5,6,3,3,11.9,8.6,10.4,27,239
31,1360,11,3.5,6,3,3,12.1,8.9,10.7,26,246
31,1361,11,3.5,6,3,3,12.7,9.0,11.0,26,253
31,1443,4,3.5,6,3,3,12.0,8.7,10.5,27,242
31,1514,11,2.5,4,3,3,9.5,7.4,8.5,33,196
31,1775,6,5.6,8,0,3,18.4,13.3,16.1,18,370
31,1776,6,5.6,8,0,3,19.7,14.3,17.2,16,396
31,1638,2,1.8,4,3,3,8.0,6.1,7.2,39,166
31,1638,2,1.8,4,4,3,8.9,6.6,7.9,36,182
31,1880,0,1.6,4,3,3,7.5,6.0,6.8,42,156
31,2011,11,4.0,6,0,3,16.0,12.0,14.2,20,327
31,2011,11,4.0,6,4,3,16.0,12.3,14.4,20,331
32,177,3,3.4,6,1,4,11.6,8.4,10.1,28,232
32,177,3,3.4,6,4,4,12.3,8.6,10.6,27,244
32,184,3,3.4,6,1,4,11.5,8.3,10.1,28,232
32,184,3,3.4,6,4,4,12.3,8.7,10.7,26,246
32,178,3,3.4,6,1,4,11.6,8.5,10.2,28,235
32,178,3,3.4,6,4,4,12.3,8.7,10.7,26,246
32,179,3,3.4,6,1,4,11.9,8.7,10.5,27,242
32,179,3,3.4,6,4,4,12.5,9.0,10.9,26,251
32,180,3,3.8,6,1,4,12.6,9.2,11.1,25,255
32,180,3,3.8,6,4,4,13.0,9.2,11.3,25,260
32,181,3,3.8,6,1,4,13.1,9.4,11.4,25,262
32,181,3,3.8,6,4,4,13.4,9.3,11.6,24,267
32,182,3,3.8,6,1,4,12.2,8.9,10.7,26,246
32,182,3,3.8,6,4,4,12.6,8.9,11.0,26,253
32,183,3,3.8,6,1,4,12.5,9.0,11.0,26,253
32,183,3,3.8,6,4,4,12.9,9.2,11.2,25,258
32,185,3,3.8,6,1,4,12.6,9.0,11.0,26,253
32,185,3,3.8,6,4,4,12.9,9.0,11.2,25,258
32,186,3,3.8,6,1,4,12.6,9.2,11.1,25,255
32,186,3,3.8,6,4,4,13.4,9.3,11.6,24,267
32,187,3,3.8,6,1,4,11.9,8.7,10.5,27,242
32,187,3,3.8,6,4,4,12.4,8.7,10.7,26,246
32,188,3,3.8,6,1,4,12.2,8.7,10.6,27,244
32,188,3,3.8,6,4,4,12.5,8.9,10.9,26,251
32,208,3,3.4,6,1,4,12.3,8.9,10.8,26,248
32,208,3,3.4,6,4,4,12.9,9.0,11.1,25,255
32,210,3,3.8,6,1,4,12.8,9.3,11.2,25,258
32,210,3,3.8,6,4,4,13.1,9.2,11.4,25,262
32,403,13,3.4,6,1,4,10.9,7.7,9.5,30,218
32,403,13,3.4,6,4,4,12.1,8.9,10.7,26,246
32,457,12,3.6,6,0,4,14.3,9.6,12.2,23,286
32,459,12,4.8,8,0,4,16.7,11.2,14.2,20,327
32,463,13,3.4,6,1,4,10.9,7.7,9.5,30,218
32,463,13,3.4,6,4,4,12.1,8.9,10.7,26,246
32,1212,11,3.0,6,0,4,13.7,10.3,12.2,23,281
32,1213,11,3.6,6,0,4,14.2,10.1,12.3,23,283
32,1347,1,3.0,6,1,4,13.4,8.8,11.4,25,262
32,1351,1,3.0,6,1,4,13.4,8.8,11.4,25,262
32,1354,1,4.8,8,1,4,15.3,9.7,12.8,22,294
32,1355,1,4.8,8,1,4,15.4,9.8,12.9,22,297
33,2,6,3.6,6,0,3,13.9,9.5,11.9,24,274
33,3,6,5.7,8,0,3,15.7,10.9,13.6,21,313
33,18,6,3.0,6,0,0,11.5,8.4,10.1,28,273
33,19,6,3.0,6,0,0,11.3,8.0,9.8,29,265
